split,label_name,label,filename,relpath,abspath,width,height,aspect_ratio,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness,contrast,edge_density,hist_00,hist_01,hist_02,hist_03,hist_04,hist_05,hist_06,hist_07,hist_08,hist_09,hist_10,hist_11,hist_12,hist_13,hist_14,hist_15
test,fake,1,102.jpg,102.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\102.jpg,1600.0,894.0,1.7897091722595078,0.49009978771209717,0.4764626622200012,0.5060286521911621,0.2870599627494812,0.27074795961380005,0.2855733633041382,0.48149219155311584,0.2518773674964905,0.15709436408296942,0.04905131459236145,0.04229586198925972,0.04950014129281044,0.06777125597000122,0.08253215998411179,0.0739939883351326,0.07344798743724823,0.0879201591014862,0.087186798453331,0.08227977901697159,0.07250489294528961,0.06539289653301239,0.058789148926734924,0.04489513486623764,0.030980844050645828,0.03145763278007507
test,fake,1,103.jpg,103.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\103.jpg,1024.0,1024.0,1.0,0.4837179183959961,0.3490689694881439,0.33582931756973267,0.3238101899623871,0.313652366399765,0.2728917598724365,0.37672725319862366,0.3035794198513031,0.118560791015625,0.2405986785888672,0.10565662384033203,0.05995464324951172,0.043399810791015625,0.038588523864746094,0.032596588134765625,0.0354156494140625,0.03857135772705078,0.04149055480957031,0.049178123474121094,0.06740379333496094,0.09769058227539062,0.09838294982910156,0.037872314453125,0.010371208190917969,0.0028285980224609375
test,fake,1,104.jpg,104.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\104.jpg,1400.0,933.0,1.5005359056806002,0.13957267999649048,0.22978992760181427,0.3065375089645386,0.17435385286808014,0.20789319276809692,0.21172046661376953,0.21615225076675415,0.1911831498146057,0.06706746419270833,0.02611774578690529,0.4451760947704315,0.17261062562465668,0.09006813913583755,0.05768182501196861,0.039934925734996796,0.03189404308795929,0.027387842535972595,0.023576786741614342,0.020309293642640114,0.018147297203540802,0.017433011904358864,0.017286021262407303,0.010171489790081978,0.001975960796698928,0.00022890827676746994
test,fake,1,105.jpg,105.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\105.jpg,1000.0,750.0,1.3333333333333333,0.3985079526901245,0.3540959060192108,0.3915139138698578,0.29562488198280334,0.2777445614337921,0.2519342601299286,0.3662312924861908,0.2630109488964081,0.17398277126099707,0.07079466432332993,0.07385066896677017,0.1863013356924057,0.09309600293636322,0.09116800129413605,0.0818599984049797,0.07355066388845444,0.06314266473054886,0.0546693317592144,0.042689334601163864,0.03522266820073128,0.030802667140960693,0.01998666673898697,0.01443866640329361,0.010351999662816525,0.05807466804981232
test,fake,1,106.jpg,106.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\106.jpg,1000.0,667.0,1.4992503748125936,0.30237212777137756,0.19684730470180511,0.22859524190425873,0.27372831106185913,0.19224929809570312,0.15291756391525269,0.22156041860580444,0.19547761976718903,0.14243023825065274,0.17513343691825867,0.24516941606998444,0.1586131900548935,0.10063418000936508,0.07868515700101852,0.05852174013853073,0.044881559908390045,0.03460269793868065,0.027422789484262466,0.020977512001991272,0.016050973907113075,0.012871064245700836,0.009889055043458939,0.007686656899750233,0.005958021152764559,0.002902548760175705
test,fake,1,107.jpg,107.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\107.jpg,1068.0,601.0,1.7770382695507487,0.3955146372318268,0.3956109881401062,0.315809041261673,0.17010189592838287,0.15984924137592316,0.13952527940273285,0.38983672857284546,0.16038081049919128,0.042856897026431716,0.007313030306249857,0.0332576185464859,0.06462076306343079,0.1138816699385643,0.120831698179245,0.11591947078704834,0.12568938732147217,0.23381909728050232,0.06438395380973816,0.03772738203406334,0.030855253338813782,0.02672356367111206,0.020471498370170593,0.0041908929124474525,0.00031470644171349704,0.0
test,fake,1,108.jpg,108.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\108.jpg,1049.0,649.0,1.6163328197226503,0.6480470895767212,0.5913088321685791,0.5559033155441284,0.29058587551116943,0.3061206042766571,0.322304368019104,0.6008127927780151,0.3011932969093323,0.12166124394673124,0.03540975973010063,0.03530547022819519,0.04557278752326965,0.04858541488647461,0.047912679612636566,0.04056692123413086,0.04885274916887283,0.06162299960851669,0.08215469866991043,0.10170520097017288,0.06695495545864105,0.04438448324799538,0.038748472929000854,0.04327990114688873,0.032172396779060364,0.22677111625671387
test,fake,1,109.jpg,109.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\109.jpg,570.0,570.0,1.0,0.25374141335487366,0.3194216191768646,0.36249861121177673,0.2952905595302582,0.28324294090270996,0.22739699482917786,0.30857038497924805,0.24886712431907654,0.1514129638671875,0.19812250137329102,0.14815327525138855,0.09806402027606964,0.06905817240476608,0.05981225147843361,0.05461680516600609,0.05480455607175827,0.054121267050504684,0.052271466702222824,0.05466297268867493,0.055534008890390396,0.05540166050195694,0.02647891640663147,0.01248999685049057,0.005872576031833887,0.0005355494213290513
test,fake,1,11.jpg,11.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\11.jpg,1574.0,904.0,1.741150442477876,0.22545738518238068,0.24008528888225555,0.1874387413263321,0.3041328489780426,0.23426592350006104,0.20773138105869293,0.23318102955818176,0.24351701140403748,0.07701018258426966,0.30907249450683594,0.16058096289634705,0.12336530536413193,0.08293719589710236,0.052689727395772934,0.030841326341032982,0.03181258589029312,0.031045136973261833,0.03160807117819786,0.029683124274015427,0.0327901691198349,0.037280306220054626,0.024751633405685425,0.010437164455652237,0.008181202225387096,0.0029236150439828634
test,fake,1,110.jpg,110.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\110.jpg,811.0,645.0,1.2573643410852713,0.5044868588447571,0.5493302941322327,0.5482692718505859,0.2970239222049713,0.2986776828765869,0.2891729176044464,0.5397245287895203,0.29564112424850464,0.07702978971962617,0.08338064700365067,0.05681568384170532,0.06590007245540619,0.0472208671271801,0.03492673486471176,0.025519264861941338,0.01958152838051319,0.01754365861415863,0.0792437344789505,0.09238666296005249,0.09259121119976044,0.08847532421350479,0.06744664162397385,0.12726369500160217,0.08468824625015259,0.017016028985381126
test,fake,1,111.jpg,111.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\111.jpg,2048.0,1152.0,1.7777777777777777,0.23478251695632935,0.20114074647426605,0.24177230894565582,0.22711040079593658,0.16641829907894135,0.16460518538951874,0.21121923625469208,0.1728895604610443,0.09701236263736264,0.20600128173828125,0.18585841357707977,0.1760847270488739,0.13247638940811157,0.07089487463235855,0.052962832152843475,0.0405120849609375,0.038363561034202576,0.034658219665288925,0.03142378106713295,0.0244013462215662,0.005436367355287075,0.0007565816049464047,0.00016021728515625,6.357828624459216e-06,2.966986812680261e-06
test,fake,1,112.jpg,112.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\112.jpg,225.0,225.0,1.0,0.629423975944519,0.5716351270675659,0.5734239220619202,0.29795223474502563,0.2878890037536621,0.2856307029724121,0.5840442180633545,0.2746233344078064,0.1447906494140625,0.020483950152993202,0.046261727809906006,0.043298766016960144,0.04754567891359329,0.04853333160281181,0.05250370502471924,0.052483949810266495,0.05104197561740875,0.0649876520037651,0.09321481734514236,0.09005431830883026,0.07545679062604904,0.0681876540184021,0.08796049654483795,0.042409878224134445,0.11557530611753464
test,fake,1,113.jpg,113.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\113.jpg,650.0,585.0,1.1111111111111112,0.283473402261734,0.3269991874694824,0.2825547158718109,0.3279186189174652,0.28966668248176575,0.24605140089988708,0.3145453929901123,0.285306841135025,0.06796049735915492,0.14516764879226685,0.2012544423341751,0.11026693135499954,0.08933070302009583,0.08488889038562775,0.07951610535383224,0.04381328076124191,0.033349111676216125,0.015971072018146515,0.015689678490161896,0.009838264435529709,0.01847468689084053,0.03336489200592041,0.047994740307331085,0.05230243131518364,0.018777120858430862
test,fake,1,114.jpg,114.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\114.jpg,720.0,1280.0,0.5625,0.2965639531612396,0.43787267804145813,0.4484342336654663,0.24467237293720245,0.2967378795146942,0.29140520095825195,0.40860626101493835,0.28271976113319397,0.0517084478021978,0.04431315138936043,0.14106987416744232,0.1494954377412796,0.07209743559360504,0.058108724653720856,0.059773221611976624,0.05092773586511612,0.051385633647441864,0.05531792715191841,0.055275607854127884,0.053714193403720856,0.049357637763023376,0.040720485150814056,0.04423719644546509,0.032967664301395416,0.04123806580901146
test,fake,1,115.jpg,115.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\115.jpg,2048.0,1024.0,2.0,0.5461375713348389,0.6059584617614746,0.43811148405075073,0.3137795925140381,0.2615223228931427,0.27718594670295715,0.5811445116996765,0.26750698685646057,0.10284423828125,0.024555683135986328,0.05320167541503906,0.05341339111328125,0.04679250717163086,0.04573392868041992,0.047261714935302734,0.04089069366455078,0.03696012496948242,0.033823490142822266,0.036122798919677734,0.09580039978027344,0.13613319396972656,0.1619563102722168,0.10375118255615234,0.053105831146240234,0.030497074127197266
test,fake,1,116.jpg,116.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\116.jpg,1280.0,1280.0,1.0,0.2763044834136963,0.23573090136051178,0.2118256390094757,0.2538338005542755,0.23533912003040314,0.20673035085201263,0.2426292449235916,0.23660007119178772,0.0827178955078125,0.18724365532398224,0.2387988269329071,0.19179260730743408,0.08511779457330704,0.054310914129018784,0.03285461291670799,0.026320800185203552,0.02138061448931694,0.018662109971046448,0.0194549560546875,0.02448425255715847,0.02570434659719467,0.03666625916957855,0.02892761304974556,0.0071063232608139515,0.0011743163922801614
test,fake,1,117.jpg,117.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\117.jpg,400.0,400.0,1.0,0.4215610921382904,0.321403831243515,0.3757782280445099,0.2502082884311676,0.22371330857276917,0.1780247986316681,0.34660765528678894,0.21206475794315338,0.209686279296875,0.06835625320672989,0.10203749686479568,0.10372500121593475,0.10394375026226044,0.10808125138282776,0.10509374737739563,0.09470000118017197,0.07674375176429749,0.06628125160932541,0.056968748569488525,0.042237501591444016,0.03061250038444996,0.01848125085234642,0.011218749918043613,0.0062062498182058334,0.0053125000558793545
test,fake,1,118.jpg,118.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\118.jpg,1600.0,1067.0,1.499531396438613,0.474791944026947,0.5393577814102173,0.5977747440338135,0.24445740878582,0.21301986277103424,0.23241476714611053,0.5298495292663574,0.2182888239622116,0.08148049934725848,0.0,0.0,0.035551778972148895,0.08946461975574493,0.08318708837032318,0.09823805093765259,0.09536141157150269,0.06110824644565582,0.051058460026979446,0.09320290386676788,0.11641108244657516,0.08832298219203949,0.0862734317779541,0.055031631141901016,0.04461164399981499,0.0021766636054962873
test,fake,1,119.jpg,119.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\119.jpg,1200.0,800.0,1.5,0.4876062870025635,0.44001302123069763,0.33418866991996765,0.3008928596973419,0.24949674308300018,0.2378469556570053,0.442496657371521,0.2559581995010376,0.062255859375,0.0,0.0,0.1934458315372467,0.1605541706085205,0.10540416836738586,0.04934791848063469,0.04490520805120468,0.03803958371281624,0.06609583646059036,0.11077916622161865,0.044873956590890884,0.02228645794093609,0.019817708060145378,0.053069792687892914,0.06333958357572556,0.028040625154972076
test,fake,1,12.jpg,12.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\12.jpg,720.0,720.0,1.0,0.3956660032272339,0.31717512011528015,0.27571359276771545,0.30940714478492737,0.28528550267219543,0.2302478849887848,0.33086490631103516,0.261771559715271,0.1632537841796875,0.1864660531282425,0.10961420089006424,0.10508294403553009,0.08178047835826874,0.058661267161369324,0.05455246940255165,0.05340084806084633,0.06021219119429588,0.05961226671934128,0.05541859567165375,0.04680941253900528,0.04172646626830101,0.05137924477458,0.022507715970277786,0.010244984179735184,0.002530864207074046
test,fake,1,120.jpg,120.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\120.jpg,750.0,375.0,2.0,0.6689469218254089,0.5909596085548401,0.5376227498054504,0.15071110427379608,0.15189144015312195,0.16774457693099976,0.6036863327026367,0.14682534337043762,0.0531768798828125,0.00019911110575776547,0.0012444444000720978,0.004216888919472694,0.00886400043964386,0.01814044453203678,0.03550577908754349,0.04689066484570503,0.05938488990068436,0.13427911698818207,0.319050669670105,0.16300088167190552,0.08712533116340637,0.06230044364929199,0.010517333634197712,0.0037297778762876987,0.04555022343993187
test,fake,1,121.jpg,121.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\121.jpg,1920.0,1080.0,1.7777777777777777,0.2006254494190216,0.21444198489189148,0.07045138627290726,0.28354978561401367,0.24423623085021973,0.11797069758176804,0.20112422108650208,0.23626215755939484,0.06736778846153846,0.40659433603286743,0.1623760610818863,0.09644000977277756,0.06562548130750656,0.05254581570625305,0.03747347742319107,0.026794463396072388,0.021203704178333282,0.017451291903853416,0.016766011714935303,0.018499229103326797,0.019583815708756447,0.022723283618688583,0.019041763618588448,0.012468653731048107,0.004412615671753883
test,fake,1,122.jpg,122.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\122.jpg,1078.0,952.0,1.1323529411764706,0.7261064648628235,0.6214043498039246,0.3451196551322937,0.3467065691947937,0.2892793118953705,0.12614013254642487,0.6237336993217468,0.2844025194644928,0.07659764273356401,0.043777577579021454,0.022421305999159813,0.07369019091129303,0.04348817467689514,0.03858198970556259,0.037602704018354416,0.03504973277449608,0.0319657102227211,0.024026168510317802,0.030002260580658913,0.012988962233066559,0.006392167415469885,0.005182917229831219,0.593405544757843,0.0007142467657104135,0.0007103490643203259
test,fake,1,123.jpg,123.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\123.jpg,384.0,576.0,0.6666666666666666,0.3852306008338928,0.3308602571487427,0.30893322825431824,0.23448708653450012,0.21176332235336304,0.19816121459007263,0.3408329486846924,0.21435518562793732,0.045379638671875,0.08106373250484467,0.1175808385014534,0.11293764412403107,0.09083839505910873,0.08762840181589127,0.0900200754404068,0.09931550174951553,0.05955222621560097,0.07012713700532913,0.0676676407456398,0.05777542665600777,0.04215042665600777,0.015462239272892475,0.004616066347807646,0.002219871152192354,0.0010443793144077063
test,fake,1,124.jpg,124.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\124.jpg,2174.0,1223.0,1.777596075224857,0.3745381534099579,0.28046053647994995,0.2230856716632843,0.24055272340774536,0.19730991125106812,0.17434586584568024,0.2963153123855591,0.20379436016082764,0.06885302197802198,0.08399911224842072,0.10260147601366043,0.21381472051143646,0.1188027560710907,0.10173867642879486,0.07456816732883453,0.06730136275291443,0.055437374860048294,0.044221796095371246,0.040005989372730255,0.03653337061405182,0.03483599051833153,0.01965772546827793,0.006481490563601255,0.0,0.0
test,fake,1,125.jpg,125.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\125.jpg,728.0,728.0,1.0,0.41821151971817017,0.4091925323009491,0.334881991147995,0.2776704728603363,0.2907698452472687,0.28675076365470886,0.4057512581348419,0.2836705148220062,0.100311279296875,0.13710036873817444,0.07769668847322464,0.07691363990306854,0.08267608284950256,0.05288084223866463,0.05049397796392441,0.06641332805156708,0.07545322179794312,0.07361731678247452,0.07385128736495972,0.060062192380428314,0.03695017099380493,0.033429309725761414,0.029221637174487114,0.02792159840464592,0.045318350195884705
test,fake,1,126.jpg,126.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\126.jpg,3919.0,1960.0,1.9994897959183673,0.3231056034564972,0.44451799988746643,0.3893698453903198,0.2591334879398346,0.27013900876045227,0.29223763942718506,0.4147416949272156,0.2610257863998413,0.1585738747553816,0.05041894316673279,0.102159284055233,0.11913024634122849,0.09280584752559662,0.0720101147890091,0.06444220244884491,0.056997958570718765,0.049110040068626404,0.05211905762553215,0.05645078048110008,0.09023933857679367,0.07612898200750351,0.052680425345897675,0.02802177704870701,0.028672974556684494,0.008612020872533321
test,fake,1,127.jpg,127.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\127.jpg,1200.0,598.0,2.0066889632107023,0.4523146152496338,0.3810919225215912,0.33246418833732605,0.27213090658187866,0.23466044664382935,0.22726866602897644,0.39272069931030273,0.2372528314590454,0.08711013645224172,0.014722687192261219,0.10633918642997742,0.09690217673778534,0.1137012243270874,0.12896043062210083,0.09905936568975449,0.07490941882133484,0.06432971358299255,0.0604417510330677,0.056776754558086395,0.04638656601309776,0.034382663667201996,0.029466276988387108,0.036174748092889786,0.015431995503604412,0.022015050053596497
test,fake,1,128.jpg,128.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\128.jpg,1280.0,720.0,1.7777777777777777,0.3392460346221924,0.30932047963142395,0.27367067337036133,0.2547221779823303,0.24268198013305664,0.21839207410812378,0.31310930848121643,0.2424839287996292,0.12122252747252747,0.0803450495004654,0.20294813811779022,0.13293294608592987,0.09950629621744156,0.09078992903232574,0.06869465857744217,0.05563151091337204,0.04633137956261635,0.0401746965944767,0.03641058877110481,0.03375650942325592,0.036759983748197556,0.029585503041744232,0.026008030399680138,0.014240451157093048,0.005884331651031971
test,fake,1,13.jpg,13.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\13.jpg,1000.0,669.0,1.4947683109118086,0.5723998546600342,0.31316325068473816,0.3475673496723175,0.3790002763271332,0.27324745059013367,0.15630897879600525,0.37073156237602234,0.25928765535354614,0.17644592604712042,0.09551868587732315,0.1350029855966568,0.11127802729606628,0.08522272109985352,0.06066666543483734,0.05952466279268265,0.060316890478134155,0.06249028444290161,0.06297608464956284,0.061493273824453354,0.05551718920469284,0.049645740538835526,0.04293721914291382,0.029520180076360703,0.025795217603445053,0.0020941703114658594
test,fake,1,14.jpg,14.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\14.jpg,1600.0,840.0,1.9047619047619047,0.4178452491760254,0.3679078221321106,0.3247358202934265,0.2846393287181854,0.28643590211868286,0.2729271650314331,0.37540683150291443,0.282814085483551,0.10208386806981519,0.2033534198999405,0.08878125250339508,0.06325074285268784,0.05775223299860954,0.049971725791692734,0.04841666668653488,0.04711756110191345,0.05490848049521446,0.061470236629247665,0.06678497046232224,0.08244270831346512,0.08024851232767105,0.04594717174768448,0.027996279299259186,0.013605655170977116,0.007952380925416946
test,fake,1,15.jpg,15.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\15.jpg,1000.0,750.0,1.3333333333333333,0.4163482189178467,0.32187342643737793,0.3837320804595947,0.3143448829650879,0.25833189487457275,0.2266080379486084,0.34640929102897644,0.24342483282089233,0.17001924486803519,0.0891759991645813,0.09409599751234055,0.13142132759094238,0.12205066531896591,0.0992479994893074,0.08923999965190887,0.0744599997997284,0.06447866559028625,0.055458664894104004,0.04208799824118614,0.03444533422589302,0.027137333527207375,0.020185332745313644,0.011459999717772007,0.0035880000796169043,0.041466668248176575
test,fake,1,16.jpg,16.jpg,C:\Users\sagni\Downloads\DeepFakeShield\archive\test-20250112T065939Z-001\test\fake\16.jpg,1024.0,683.0,1.499267935578331,0.37871402502059937,0.37871402502059937,0.37871402502059937,0.30116140842437744,0.30116140842437744,0.30116140842437744,0.378713995218277,0.30116137862205505,0.11555564621409922,0.08114619553089142,0.16803309321403503,0.12971551716327667,0.1014881506562233,0.06998506933450699,0.04888102784752846,0.03969304636120796,0.038959551602602005,0.04076969623565674,0.038243215531110764,0.04013485834002495,0.03807307034730911,0.03974166139960289,0.031910572201013565,0.023294517770409584,0.06993073970079422
